exit_time,dir,entry,exit,pnl_usd,equity
2023-07-24 03:50:00-04:00,-1,15459.614,15474.289,-298.5000000000218,35225.71999999913
2023-07-24 11:07:00-04:00,1,15448.658,15425.869,-460.779999999977,34764.93999999915
2023-07-26 15:08:00-04:00,1,15530.654,15449.729,-1623.5000000000218,33141.43999999913
2023-07-27 14:03:00-04:00,-1,15609.499,15626.029,-335.6000000000131,32805.839999999116
2023-07-27 14:57:00-04:00,-1,15536.104,15451.153999999999,1694.0000000000146,34499.83999999913
2023-08-01 03:55:00-04:00,1,15732.014,15718.819,-268.8999999999942,34230.93999999914
2023-08-01 11:18:00-04:00,1,15719.849,15700.159,-398.8000000000102,33832.139999999126
2023-08-03 04:20:00-04:00,1,15261.489,15291.309,591.3999999999942,34423.53999999912
2023-08-03 15:14:00-04:00,-1,15374.114000000001,15330.364000000005,869.9999999999272,35293.53999999905
2023-08-04 04:04:00-04:00,-1,15423.179,15452.539,-592.2000000000116,34701.339999999036
2023-08-04 12:25:00-04:00,1,15408.144,15499.594000000001,1824.0000000000146,36525.33999999905
2023-08-07 10:41:00-04:00,-1,15304.919,15359.449,-1095.600000000013,35429.73999999904
2023-08-07 14:33:00-04:00,-1,15356.604,15374.539,-363.7000000000262,35066.03999999901
2023-08-08 03:55:00-04:00,1,15329.949,15349.829000000002,392.6000000000204,35458.63999999903
2023-08-08 21:42:00-04:00,1,15251.224,15309.234000000002,1155.2000000000407,36613.83999999907
2023-08-09 09:29:00-04:00,-1,15332.374,15280.344000000001,1035.5999999999767,37649.43999999905
2023-08-09 14:53:00-04:00,1,15220.984,15199.959,-425.4999999999927,37223.93999999906
2023-08-10 10:37:00-04:00,-1,15345.889,15300.088999999996,911.0000000000582,38134.939999999115
2023-08-10 13:22:00-04:00,-1,15263.359,15124.479,2772.6000000000204,40907.539999999135
2023-08-10 15:43:00-04:00,1,15134.449,15107.009,-553.8000000000102,40353.739999999125
2023-08-11 04:00:00-04:00,1,15148.714,15137.779,-223.6999999999898,40130.039999999135
2023-08-17 04:08:00-04:00,-1,14885.794,14898.339,-255.90000000000146,39874.13999999913
2023-08-17 14:45:00-04:00,-1,14798.324,14759.154000000002,778.3999999999651,40652.5399999991
2023-08-18 03:32:00-04:00,1,14699.714,14684.379,-311.69999999998254,40340.839999999116
2023-08-18 05:31:00-04:00,1,14675.724,14658.699,-345.4999999999927,39995.33999999912
2023-08-18 14:32:00-04:00,1,14669.589,14700.289,609.0000000000146,40604.33999999914
2023-08-18 15:46:00-04:00,1,14689.914,14743.124000000003,1059.2000000000553,41663.53999999919
2023-08-21 04:31:00-04:00,1,14727.519,14771.639,877.3999999999796,42540.93999999917
2023-08-21 11:10:00-04:00,-1,14813.894,14756.864000000001,1135.5999999999767,43676.53999999915
2023-08-22 03:38:00-04:00,-1,14968.637999999999,14987.649,-385.22000000000844,43291.31999999914
2023-08-22 10:12:00-04:00,-1,14970.784,14987.359,-336.50000000001455,42954.81999999913
2023-08-22 10:31:00-04:00,-1,14989.413,14951.265000000003,757.9599999999482,43712.779999999075
