rank,strategy,params,trades,win_rate,profit_factor,sharpe_ratio,total_pnl,final_equity,score
116,SUPERTREND,"{'st_period': 10, 'st_mult': 2.0, 'sl_pips': 2, 'tp_pips': 5}",21,28.57142857142857,0.27027027027035,-1.2137361256299144,-40.49999999998363,4959.500000000016,0.021
117,SUPERTREND,"{'st_period': 10, 'st_mult': 2.0, 'sl_pips': 2, 'tp_pips': 6}",21,28.57142857142857,0.35294117647091644,-1.0219799141167933,-38.49999999997635,4961.500000000024,0.021
118,SUPERTREND,"{'st_period': 10, 'st_mult': 2.0, 'sl_pips': 2, 'tp_pips': 7}",21,28.57142857142857,0.42519685039393423,-0.8635134828483663,-36.49999999998727,4963.500000000013,0.021
119,RSI_EMA,"{'rsi_period': 7, 'rsi_buy': 30, 'rsi_sell': 65, 'ema_fast': 5, 'ema_slow': 15, 'sl_pips': 2, 'tp_pips': 5}",13,0.0,0.0,-1.310464719197135,-34.49999999997999,4965.50000000002,0.013000000000000001
120,RSI_EMA,"{'rsi_period': 7, 'rsi_buy': 30, 'rsi_sell': 65, 'ema_fast': 5, 'ema_slow': 15, 'sl_pips': 2, 'tp_pips': 7}",13,0.0,0.0,-1.2768279173730814,-42.49999999998181,4957.500000000018,0.013000000000000001
121,RSI_EMA,"{'rsi_period': 7, 'rsi_buy': 30, 'rsi_sell': 70, 'ema_fast': 7, 'ema_slow': 15, 'sl_pips': 2, 'tp_pips': 5}",10,20.0,0.20833333333320703,-1.016962009378847,-19.000000000014552,4980.999999999985,0.010000000000000002
122,RSI_EMA,"{'rsi_period': 7, 'rsi_buy': 30, 'rsi_sell': 70, 'ema_fast': 7, 'ema_slow': 15, 'sl_pips': 2, 'tp_pips': 7}",10,20.0,0.375,-0.7194483074947623,-15.000000000009095,4984.999999999991,0.010000000000000002
123,RSI_EMA,"{'rsi_period': 7, 'rsi_buy': 30, 'rsi_sell': 70, 'ema_fast': 7, 'ema_slow': 15, 'sl_pips': 3, 'tp_pips': 5}",10,50.0,0.23636363636340788,-0.9375376238168469,-20.999999999985448,4979.000000000015,0.010000000000000002
124,RSI_EMA,"{'rsi_period': 7, 'rsi_buy': 30, 'rsi_sell': 70, 'ema_fast': 7, 'ema_slow': 15, 'sl_pips': 3, 'tp_pips': 7}",10,50.0,0.3818181818182961,-0.7014181372312744,-16.99999999997999,4983.00000000002,0.010000000000000002
125,SUPERTREND,"{'st_period': 7, 'st_mult': 2.5, 'sl_pips': 2, 'tp_pips': 5}",10,30.0,0.23076923076929534,-0.9466500269240665,-24.999999999990905,4975.000000000009,0.010000000000000002
126,SUPERTREND,"{'st_period': 7, 'st_mult': 2.5, 'sl_pips': 2, 'tp_pips': 6}",10,30.0,0.295774647887526,-0.8335751045629513,-24.999999999990905,4975.000000000009,0.010000000000000002
127,SUPERTREND,"{'st_period': 7, 'st_mult': 2.5, 'sl_pips': 2, 'tp_pips': 7}",10,30.0,0.350649350649412,-0.7409031795721917,-25.0,4975.0,0.010000000000000002
128,SUPERTREND,"{'st_period': 7, 'st_mult': 2.5, 'sl_pips': 3, 'tp_pips': 5}",10,50.0,0.253731343283189,-0.9075646993854939,-25.000000000009095,4974.999999999991,0.010000000000000002
129,SUPERTREND,"{'st_period': 7, 'st_mult': 2.5, 'sl_pips': 3, 'tp_pips': 6}",10,50.0,0.3150684931504528,-0.8064674867836309,-25.000000000009095,4974.999999999991,0.010000000000000002
130,SUPERTREND,"{'st_period': 7, 'st_mult': 2.5, 'sl_pips': 3, 'tp_pips': 7}",10,50.0,0.3670886075945928,-0.7216311451245935,-25.00000000001819,4974.999999999982,0.010000000000000002
